Item_Identifier,Low_Fat,Regular,Dairy,Soft_Drinks,Meat,Fruits_Vegetables,Household,Baking,Snack,Fronzen_Foods,Breakfast,Health_Hygiene,Hard_Drinks,Canned,Breads,Starchy,Others,Seafood,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Visibility,Item_Weight,Item_Identifier_8,Item_Identifier_6,Item_Identifier_7,Item_Identifier_3,Item_Identifier_5,Item_Identifier_4,Item_Identifier_9,Item_Identifier_2,Item_Identifier_1,Outlet_Year,Outlet_Freq
FDM28,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,181.366,OUT045,2002,2,2,2,1977.426,0.05595797533333333,15.7,0,1,0,0,0,0,0,0,0,5471,5471
FDY33,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,159.7262,OUT017,2007,3,2,2,5728.5432,0.10943660399999999,14.5,0,0,1,0,0,0,0,0,0,5419,5419
NCM54,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,125.5678,OUT013,1987,3,3,2,1398.8458,0.058570554,17.7,0,0,0,0,1,0,0,0,0,5485,5485
FDK04,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,58.5588,OUT046,1997,1,1,2,801.6232,0.0593912844,7.36,0,0,0,0,1,0,0,0,0,5393,5393
NCI42,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,207.1954,OUT035,2004,1,2,2,1667.1632,0.010365138833333334,18.75,0,1,0,0,0,0,0,0,0,5506,5506
FDF45,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,59.9904,OUT018,2009,2,3,3,644.4944,0.0122351766,18.2,0,0,0,0,1,0,0,0,0,5436,5436
FDN56,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,144.8786,OUT049,1999,2,1,2,3323.0078,0.11715062175,5.46,1,0,0,0,0,0,0,0,0,5423,5423
FDR56,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,196.5768,OUT017,2007,3,2,2,3350.3056,0.10092812649999999,15.5,0,0,0,0,0,1,0,0,0,5419,5419
FDX40,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,39.3164,OUT046,1997,1,1,2,540.6296,0.12261155116666667,12.85,0,0,1,0,0,0,0,0,0,5393,5393
FDB34,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,86.0198,OUT017,2007,3,2,2,2006.0554,0.029202658142857142,15.25,0,0,1,0,0,0,0,0,0,5419,5419
FDY47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,130.531,OUT045,2002,2,2,2,1298.31,0.05973079142857143,8.6,1,0,0,0,0,0,0,0,0,5471,5471
DRB01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.953,OUT013,1987,3,3,2,2466.789,0.08212644233333333,7.39,0,0,0,1,0,0,0,0,0,5485,5485
FDR51,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,151.4708,OUT045,2002,2,2,2,2407.5328,0.17376962375,9.035,0,0,0,0,0,1,0,0,0,5471,5471
FDR48,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,152.3024,OUT049,1999,2,1,2,1518.024,0.146350166,11.65,1,0,0,0,0,0,0,0,0,5423,5423
FDZ25,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,171.179,OUT013,1987,3,3,2,1867.569,0.027619404400000002,15.7,0,1,0,0,0,0,0,0,0,5485,5485
FDJ04,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,120.3124,OUT045,2002,2,2,2,2725.7852,0.12458967283333333,18.0,0,1,0,0,0,0,0,0,0,5471,5471
NCG07,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,190.853,OUT027,1985,2,3,4,4554.072,0.058135584428571425,12.3,0,0,1,0,0,0,0,0,0,8702,5481
FDB52,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257.4672,OUT018,2009,2,3,3,3835.008,0.030447663200000002,17.75,0,0,0,0,1,0,0,0,0,5436,5436
FDH14,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,142.0838,OUT045,2002,2,2,2,2528.7084,0.05639142028571429,17.1,0,0,1,0,0,0,0,0,0,5471,5471
NCY17,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,43.0086,OUT046,1997,1,1,2,758.3462,0.16311789100000001,18.2,0,0,0,0,1,0,0,0,0,5393,5393
FDX31,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,234.4958,OUT045,2002,2,2,2,1402.1748,0.016260853285714284,20.35,0,0,0,0,0,0,1,0,0,5471,5471
FDN12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,112.3544,OUT046,1997,1,1,2,1006.6896,0.0902389985,15.6,0,0,1,0,0,0,0,0,0,5393,5393
FDG56,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,59.7536,OUT018,2009,2,3,3,918.804,0.07152275400000001,13.3,0,1,0,0,0,0,0,0,0,5436,5436
FDP23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,218.3166,OUT018,2009,2,3,3,5660.6316,0.035596378250000005,6.71,0,0,0,0,1,0,0,0,0,5436,5436
FDC47,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,226.9694,OUT045,2002,2,2,2,6851.082,0.147221209,15.0,0,1,0,0,0,0,0,0,0,5471,5471
FDW25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,86.8224,OUT027,1985,2,3,4,1448.7808,0.0373667218,5.175,0,0,0,0,1,0,0,0,0,8702,5481
NCR42,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33.89,OUT045,2002,2,2,2,99.87,0.04722342066666666,9.105,0,0,0,1,0,0,0,0,0,5471,5471
DRO59,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,75.4012,OUT049,1999,2,1,2,986.7156,0.0644450505,11.800000000000002,0,0,0,0,0,1,0,0,0,5423,5423
FDT60,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,124.5388,OUT018,2009,2,3,3,1733.7432,0.0870713752,12.0,0,0,0,0,1,0,0,0,0,5436,5436
FDE32,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,37.8506,OUT018,2009,2,3,3,265.6542,0.048790328333333334,20.7,0,1,0,0,0,0,0,0,0,5436,5436
FDF21,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,191.553,OUT017,2007,3,2,2,6641.355,0.0667729792,10.3,0,0,1,0,0,0,0,0,0,5419,5419
FDX04,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,46.0376,OUT013,1987,3,3,2,527.3136,0.04507428322222222,19.6,0,0,0,0,0,0,1,0,0,5485,5485
FDC22,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,193.482,OUT049,1999,2,1,2,2510.066,0.13660812,6.889999999999999,0,0,0,0,1,0,0,0,0,5423,5423
FDD39,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.385,OUT045,2002,2,2,2,3678.545,0.077741191,16.7,0,0,1,0,0,0,0,0,0,5471,5471
DRC36,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.0054,OUT046,1997,1,1,2,1926.1594,0.04499189975,13.0,0,0,0,0,1,0,0,0,0,5393,5393
DRE01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241.7512,OUT046,1997,1,1,2,5331.7264,0.223469365,10.1,0,0,0,0,0,0,0,1,0,5393,5393
FDP37,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,130.3994,OUT013,1987,3,3,2,2826.9868,0.1649094818,15.6,0,0,0,0,1,0,0,0,0,5485,5485
DRI01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.7422,OUT045,2002,2,2,2,2759.0752,0.0390956676,7.97,0,0,1,0,0,0,0,0,0,5471,5471
NCE19,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,54.5956,OUT019,1985,1,1,1,218.3824,0.10296173485714286,8.97,0,0,1,0,0,0,0,0,0,8702,3221
NCS30,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,128.9652,OUT017,2007,3,2,2,1808.3128,0.10358874683333334,5.945,0,0,1,0,0,0,0,0,0,5419,5419
FDX31,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,234.4958,OUT018,2009,2,3,3,3271.7412,0.016260853285714284,20.35,0,0,0,0,0,0,1,0,0,5436,5436
FDH47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,96.4068,OUT046,1997,1,1,2,2527.3768,0.14333715866666666,13.5,0,1,0,0,0,0,0,0,0,5393,5393
FDY11,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,65.0142,OUT018,2009,2,3,3,856.8846,0.029622247600000002,6.709999999999999,0,0,0,0,1,0,0,0,0,5436,5436
FDU23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,166.0184,OUT010,1998,1,3,1,330.2368,0.023820083285714284,12.15,1,0,0,0,0,0,0,0,0,3400,3400
FDO19,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50.5034,OUT013,1987,3,3,2,1458.102,0.017998205375,17.7,0,0,0,0,0,0,1,0,0,5485,5485
FDP08,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,193.9478,OUT013,1987,3,3,2,4456.1994,0.1125990518,20.5,0,0,0,0,1,0,0,0,0,5485,5485
FDX19,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,235.1958,OUT013,1987,3,3,2,4673.916,0.09690367214285714,19.1,0,0,1,0,0,0,0,0,0,5485,5485
FDJ28,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,191.2162,OUT017,2007,3,2,2,1924.162,0.026812143666666666,12.300000000000002,0,0,0,0,0,1,0,0,0,5419,5419
FDE29,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,62.0878,OUT049,1999,2,1,2,302.939,0.1431763955,8.905,0,1,0,0,0,0,0,0,0,5423,5423
FDC14,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40.0454,OUT017,2007,3,2,2,209.727,0.04965328971428572,14.5,1,0,0,0,0,0,0,0,0,5419,5419
FDV44,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,190.7188,OUT017,2007,3,2,2,1904.188,0.03989900233333333,8.365,0,1,0,0,0,0,0,0,0,5419,5419
NCF43,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,141.947,OUT017,2007,3,2,2,2004.058,0.05203243925,8.51,0,0,0,0,1,0,0,0,0,5419,5419
NCY42,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,144.047,OUT013,1987,3,3,2,3149.234,0.01517299925,6.38,0,0,0,0,0,1,0,0,0,5485,5485
NCZ06,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,253.8698,OUT027,1985,2,3,4,3297.7074,0.1043375902857143,19.6,0,0,1,0,0,0,0,0,0,8702,5481
FDB29,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,115.1176,OUT035,2004,1,2,2,1488.7288,0.05251904583333333,16.7,0,1,0,0,0,0,0,0,0,5506,5506
FDL28,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,231.7668,OUT013,1987,3,3,2,460.7336,0.06314229499999999,10.0,0,0,0,1,0,0,0,0,0,5485,5485
FDF57,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,168.6448,OUT045,2002,2,2,2,2897.5616,0.066232452,14.5,0,0,1,0,0,0,0,0,0,5471,5471
FDE44,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50.3692,OUT013,1987,3,3,2,591.2304,0.1715866525,14.65,0,0,0,0,1,0,0,0,0,5485,5485
FDU33,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,45.3402,OUT027,1985,2,3,4,918.804,0.1667092285,7.63,0,1,0,0,0,0,0,0,0,8702,5481
FDA08,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,163.8526,OUT017,2007,3,2,2,1808.9786,0.05636984216666666,11.85,0,1,0,0,0,0,0,0,0,5419,5419
NCC06,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,127.1336,OUT046,1997,1,1,2,2812.3392,0.027029403,19.0,0,0,0,0,0,1,0,0,0,5393,5393
FDO32,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,45.806,OUT046,1997,1,1,2,1165.15,0.120655851375,6.36,1,0,0,0,0,0,0,0,0,5393,5393
FDU39,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,58.4562,OUT046,1997,1,1,2,711.0744,0.0360783525,18.85,0,1,0,0,0,0,0,0,0,5393,5393
NCK18,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,165.9184,OUT018,2009,2,3,3,2972.1312,0.0076006704,9.6,0,0,1,0,0,0,0,0,0,5436,5436
FDI26,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,177.3344,OUT049,1999,2,1,2,1605.9096,0.038670216285714286,5.94,0,0,1,0,0,0,0,0,0,5423,5423
DRE37,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.9872,OUT046,1997,1,1,2,1323.6104,0.11203885525,13.5,0,0,0,0,1,0,0,0,0,5393,5393
NCN26,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,117.5808,OUT010,1998,1,3,1,351.5424,0.0335241715,10.85,0,0,0,0,1,0,0,0,0,3400,3400
FDS16,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,147.376,OUT035,2004,1,2,2,2197.14,0.066312513,15.15,0,0,1,0,0,0,0,0,0,5506,5506
FDE40,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.4194,OUT018,2009,2,3,3,804.9522,0.1178252405,15.6,0,0,0,0,1,0,0,0,0,5436,5436
FDP03,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,122.9388,OUT017,2007,3,2,2,2105.2596,0.0680733325,5.15,0,0,1,0,0,0,0,0,0,5419,5419
FDA27,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253.9672,OUT049,1999,2,1,2,3068.0064,0.03099906825,20.35,0,0,0,0,1,0,0,0,0,5423,5423
FDJ12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,208.8296,OUT049,1999,2,1,2,5400.9696,0.039123169,8.895,0,0,0,0,0,1,0,0,0,5423,5423
FDT03,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,181.7608,OUT018,2009,2,3,3,1102.5648,0.010970815714285714,21.25,0,0,1,0,0,0,0,0,0,5436,5436
FDF50,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,195.7768,OUT035,2004,1,2,2,2956.152,0.11721287933333334,4.905,0,0,0,1,0,0,0,0,0,5506,5506
FDC51,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.173,OUT045,2002,2,2,2,1601.249,0.009637675600000001,10.895,0,0,0,0,1,0,0,0,0,5471,5471
NCL55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,254.604,OUT019,1985,1,1,1,759.012,0.07691980749999999,12.15,0,0,0,0,1,0,0,0,0,8702,3221
FDZ23,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,185.224,OUT035,2004,1,2,2,6338.416,0.07401766442857143,17.75,0,0,1,0,0,0,0,0,0,5506,5506
FDW24,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50.2034,OUT045,2002,2,2,2,1166.4816,0.0441639545,6.8,1,0,0,0,0,0,0,0,0,5471,5471
FDH21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,156.9604,OUT035,2004,1,2,2,4595.3516,0.037569867714285714,10.395,0,0,1,0,0,0,0,0,0,5506,5506
NCQ41,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,193.5794,OUT010,1998,1,3,1,390.1588,0.022098574399999998,14.8,0,0,0,0,1,0,0,0,0,3400,3400
FDH48,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,84.554,OUT018,2009,2,3,3,778.986,0.08213762399999999,13.5,0,0,1,0,0,0,0,0,0,5436,5436
FDX11,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,183.6634,OUT035,2004,1,2,2,2544.6876,0.10687013233333333,16.0,0,1,0,0,0,0,0,0,0,5506,5506
FDK33,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,211.956,OUT013,1987,3,3,2,4474.176,0.0126417325,17.85,0,1,0,0,0,0,0,0,0,5485,5485
FDV36,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,127.102,OUT045,2002,2,2,2,3289.052,0.03075123075,18.7,0,0,0,0,0,1,0,0,0,5471,5471
NCW41,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,159.3604,OUT045,2002,2,2,2,2059.9852,0.015438774249999999,18.0,0,0,0,0,1,0,0,0,0,5471,5471
FDU32,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,120.8414,OUT019,1985,1,1,1,852.8898,0.030809542750000002,8.785,0,1,0,0,0,0,0,0,0,8702,3221
FDE36,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,162.7868,OUT045,2002,2,2,2,4258.4568,0.041882027,5.26,0,1,0,0,0,0,0,0,0,5471,5471
FDO27,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,94.9752,OUT045,2002,2,2,2,1534.0032,0.1791126535,6.175,0,0,0,0,1,0,0,0,0,5471,5471
FDW27,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,156.6314,OUT045,2002,2,2,2,3257.7594,0.16980261333333332,5.86,0,1,0,0,0,0,0,0,0,5471,5471
FDJ48,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,246.9118,OUT027,1985,2,3,4,5681.2714,0.06277044933333333,11.300000000000002,0,0,1,0,0,0,0,0,0,8702,5481
FDR11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,161.1578,OUT013,1987,3,3,2,1765.0358,0.14262950224999998,10.5,0,0,0,0,0,1,0,0,0,5485,5485
FDV07,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,110.3228,OUT018,2009,2,3,3,2763.07,0.031304950250000005,9.5,0,0,0,0,1,0,0,0,0,5436,5436
FDO50,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,93.0804,OUT027,1985,2,3,4,2940.1728,0.07808822575,16.25,0,1,0,0,0,0,0,0,0,8702,5481
FDN04,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,178.2344,OUT017,2007,3,2,2,2854.9504,0.014101339666666666,11.800000000000002,0,0,1,0,0,0,0,0,0,5419,5419
FDZ08,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,81.8592,OUT045,2002,2,2,2,1238.388,0.11005425349999999,12.5,0,0,1,0,0,0,0,0,0,5471,5471
FDD05,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,119.3098,OUT018,2009,2,3,3,1928.1568,0.018186468875,19.35,1,0,0,0,0,0,0,0,0,5436,5436
FDV60,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,195.011,OUT035,2004,1,2,2,2749.754,0.13838280375,20.2,0,0,0,0,0,0,1,0,0,5506,5506
NCG30,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,123.5046,OUT013,1987,3,3,2,2739.1012,0.12633851166666668,20.2,0,1,0,0,0,0,0,0,0,5485,5485
FDX37,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100.57,OUT027,1985,2,3,4,5093.37,0.07155058439999999,16.2,0,1,0,0,0,0,0,0,0,8702,5481
FDW24,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,49.6034,OUT049,1999,2,1,2,972.068,0.0441639545,6.8,1,0,0,0,0,0,0,0,0,5423,5423
DRM48,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.1848,OUT027,1985,2,3,4,559.272,0.112861113,15.199999999999998,0,0,0,0,0,1,0,0,0,8702,5481
FDF46,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,116.7834,OUT027,1985,2,3,4,4952.8862,0.1077878664,7.07,0,0,0,0,1,0,0,0,0,8702,5481
NCY54,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,170.5422,OUT035,2004,1,2,2,3621.2862,0.1775403895,8.43,0,0,0,0,0,1,0,0,0,5506,5506
FDS35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,64.6826,OUT017,2007,3,2,2,774.9912,0.11133328583333334,9.3,0,1,0,0,0,0,0,0,0,5419,5419
FDB04,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.3856,OUT035,2004,1,2,2,1318.284,0.070024864,11.35,0,0,1,0,0,0,0,0,0,5506,5506
NCK05,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,59.3536,OUT017,2007,3,2,2,918.804,0.08580533742857142,20.1,1,0,0,0,0,0,0,0,0,5419,5419
FDT46,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,49.0008,OUT010,1998,1,3,1,101.2016,0.03815762083333333,11.35,0,0,1,0,0,0,0,0,0,3400,3400
FDP52,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,228.601,OUT027,1985,2,3,4,7350.432,0.070778105,18.7,0,0,0,0,1,0,0,0,0,8702,5481
NCR17,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,117.5492,OUT017,2007,3,2,2,1390.1904,0.02440727033333333,9.8,0,1,0,0,0,0,0,0,0,5419,5419
NCN54,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,76.3328,OUT017,2007,3,2,2,1312.9576,0.021375816,20.35,0,0,0,0,1,0,0,0,0,5419,5419
FDX12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,241.2196,OUT035,2004,1,2,2,6507.5292,0.03046699825,18.2,0,0,0,0,0,1,0,0,0,5506,5506
DRL23,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,105.2938,OUT035,2004,1,2,2,2036.6822,0.01531411225,18.35,0,0,0,0,0,1,0,0,0,5506,5506
DRN47,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,179.866,OUT045,2002,2,2,2,3595.32,0.018255372375,12.1,0,0,0,0,0,0,1,0,0,5471,5471
FDM25,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,174.0712,OUT013,1987,3,3,2,2460.7968,0.06751754133333333,10.695,0,1,0,0,0,0,0,0,0,5485,5485
FDF52,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,184.2292,OUT027,1985,2,3,4,4560.73,0.078691241125,9.3,0,0,0,0,0,0,1,0,0,8702,5481
FDU21,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33.1558,OUT045,2002,2,2,2,543.2928,0.08498704314285714,11.8,0,0,1,0,0,0,0,0,0,5471,5471
FDI15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263.5884,OUT017,2007,3,2,2,2384.8956,0.1627111056,13.8,0,1,0,0,0,0,0,0,0,5419,5419
FDJ09,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,46.4744,OUT018,2009,2,3,3,543.2928,0.058540589,15.0,0,0,1,0,0,0,0,0,0,5436,5436
FDW03,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,105.1306,OUT046,1997,1,1,2,3135.918,0.02454454975,5.63,0,0,0,0,0,1,0,0,0,5393,5393
FDA07,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,124.3072,OUT049,1999,2,1,2,2695.1584,0.033931167857142855,7.55,0,0,1,0,0,0,0,0,0,5423,5423
FDU39,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,57.3562,OUT017,2007,3,2,2,1007.3554,0.0360783525,18.85,0,1,0,0,0,0,0,0,0,5419,5419
FDI60,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,61.951,OUT045,2002,2,2,2,1518.024,0.04266824633333333,7.22,0,1,0,0,0,0,0,0,0,5471,5471
FDK33,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,211.656,OUT045,2002,2,2,2,2556.672,0.0126417325,17.85,0,1,0,0,0,0,0,0,0,5471,5471
FDN01,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,177.437,OUT049,1999,2,1,2,3528.74,0.08962340416666666,8.895,0,0,1,0,0,0,0,0,0,5423,5423
FDV38,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.6956,OUT013,1987,3,3,2,163.7868,0.11796849266666667,19.25,0,0,0,0,0,0,1,0,0,5485,5485
NCV06,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,194.2478,OUT013,1987,3,3,2,2712.4692,0.072989096625,11.300000000000002,1,0,0,0,0,0,0,0,0,5485,5485
FDQ34,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,107.8622,OUT046,1997,1,1,2,1058.622,0.17989479128571428,10.85,0,0,1,0,0,0,0,0,0,5393,5393
DRK37,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.853,OUT045,2002,2,2,2,4933.578,0.05494758666666666,5.0,0,0,0,0,1,0,0,0,0,5471,5471
NCY53,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,110.2544,OUT013,1987,3,3,2,1454.1072,0.05855279575,20.0,0,0,0,0,1,0,0,0,0,5485,5485
FDD53,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,43.7454,OUT027,1985,2,3,4,671.1264,0.056843902200000004,16.2,0,0,0,0,1,0,0,0,0,8702,5481
FDV49,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,264.6226,OUT049,1999,2,1,2,4757.8068,0.025838496833333335,10.0,0,1,0,0,0,0,0,0,0,5423,5423
FDY36,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,74.338,OUT019,1985,1,1,1,146.476,0.010595105166666667,12.3,0,1,0,0,0,0,0,0,0,8702,3221
FDH34,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,185.7582,OUT046,1997,1,1,2,3529.4058,0.0357796798,8.63,0,0,0,0,1,0,0,0,0,5393,5393
NCD07,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,115.4518,OUT017,2007,3,2,2,2390.8878,0.0554487675,9.1,0,0,0,0,0,1,0,0,0,5419,5419
FDB51,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5852,OUT013,1987,3,3,2,438.0964,0.038522888166666665,6.919999999999999,0,1,0,0,0,0,0,0,0,5485,5485
